train_reviews,train_ratings
"Great hotel, clean room, good food. PCs in business ctr need fixed!",5
Friendly But Distant Associates,3
All they want is your money,2
Comfortable and clean,5
Can't beat this location,5
The Most Disgusting Motel!!!!!,1
My Very Favorite Hampton Ever!,5
Fine for a night or two,3
Most amazing place,5
Place to stay,5
A good day visit,5
My Stay,4
Execellent hotel with excellent location,5
Excellent Value for a Clean Room,3
Great value in Miami,5
"Great location, great hotel!",5
Elegant Hotel,5
Best Hotel in Portland,5
A steal in San Francisco! Look no further,5
Nice Moderately Priced Hotel,5
"Very clean, excellent service",4
Loved this Hotel!,5
why stay anywhere else,5
Horrible - train noise,1
Enjoyed our stay,5
What an awesome surprise!!,4
Great find for the money especially in Napa,4
awesome!,5
Excellent Central Location,5
Random fees,2
Excellent,5
Comfortable,4
"Got charged, didn't get to stay...",1
Love the concept!!,5
Wonderful Seattle Hotel,5
3/31 to 4/2,4
Not bad,3
Good value - just don't expect too much.,4
Nice hotel for a rest driving south,4
Bad room if you are in a wheelchair,2
What a great grand Hotel worth visiting or better yet staying there,5
A great place to stay!,5
French Market Inn NOLA,4
Nice hotel in an excellent location,5
Good Value,4
Awesome Visit!,5
Do it again!!,4
Everything we needed - will be back,5
Amazing Hotel in an Amazing City!,5
Old Time River man loves this hotel!,5
Stunning Park Views Intimate Setting...,5
Great place to stay in Orlando.,5
Top Hotel,5
Very nice for mom!,5
Nice staff but niether clean nor safe place,2
Room with a view,3
"Happy, happy on all accounts!",4
disgusting,1
Visiting family,4
Mediocrity at the Inn,3
Clean and Basic,3
Stairmaster Deluxe,3
Not so much.....,2
Visiting Father's Grave Site in Hobart,5
Perfectly Mendocino Experience,5
Not suitable for families,3
Family visit,4
Leaves a lot to be desired!!,2
Disney Stay,4
Front Desk Lack of Training!!,1
"Overall, very good just a few minor glitches",4
No Complaints,4
My new fave!!,5
"Nice hotel, Friendly staff",5
Bachelor party weekend,4
Beautiful hotel!,5
"friendly staff, great rooms",4
Moved too many times,2
Disappointed Children,3
Nice and close to Sea World,5
Nice hotel- great location!,4
Location,5
"A nice, affordable hotel near Union Square",4
Great stay FANTASTIC STAFF,5
milwaukee,3
Nice and clean,5
Worst hotel experience of my life.,1
Where is the Aloha spirit,1
Decent stay,3
Perfect for a Relocation Stay!,5
Great Hotel,5
Do not park here!,1
Better Homewoods Abound,3
Off the beaten path,4
A great family experience,5
Home Away from Home,5
"Beautiful grounds, great beds, convenient if visiting family in Pikesville",5
"Spacious, Comfortable Room",5
Wonderful surprise in the morning,5
"A pleasant surprise - clean, comfortable night",4
Not Happy!,1
bad dream,1
Good complimentary breakfast buffet,3
Gem in Union Square,5
Disappointing stay for a Sheraton,3
Exceptional Service,5
Mixed experience,4
nice pool,3
Nice hotel free wine happy hour friendly staff,4
Our room was clean and comfortable. The bed was also...,4
Great stay at reasonable rate,5
Very comfortable stay with a GREAT breakfast!,4
Nice hotel,3
What a great room with fabulous customer service.,5
Very good area,5
Business Trip,4
Good Stay,4
Not What You Think,3
"Excellent location, good price and amazing service",5
KY Traveler,5
It is a grand hotel,4
great location,3
Memorable Family Getaway,5
Will Never Go Back,1
Hidden Gem,5
Great BB!,5
Excellent hotel!!,5
San Francisco vacay,4
My Weekend At Best Western Orlando East Inn Suites,5
Excellent!,5
Perfect location well worth the,5
NICE HOTEL,4
Customer Service,1
Outstanding boutique hotel,5
Don't Skip Lunch Thinking You Can Grab Something When You Check In!,3
Well-Below Luxury Expectations,3
Great property,5
"An Ok place for a short visit, decent price",4
Home Away From Home,4
Wonderful stay,5
Best Hotel Stay in Texas!,5
Wedding,3
Disappointed in JW this time,3
"clean, comfortable and relatively close to the airport",5
Homeward bound,4
Hidden gem- perfect for families,5
Perfect Location!,5
Great Hotel in a Great Location!,5
Hidden Beautiful Ranch style Hotel,5
very nice but disappointed in the front desk check in service,2
Fun Weekend Getaway,4
Girls girls girls,5
Great for a 6 day stay!,4
Never Again !,1
Expected more service.,2
Decent tourist class motel,4
The worst place i've booked,1
Very Good Value and Location,4
Charming and relaxed,5
More than expected!!!,5
Locals playing tourist,4
What a great find,5
Nice and quaint!,5
Great location for Vinoy Park,5
Good Value for SPG Users,4
A sad example of the BW brand,2
"Good location, OK rooms",3
Favorite Hotel Chain!,5
My Seattle home away from home,5
Good location,3
A Perfectly Fine Place to Spend the night,4
No place to sleep but on the floor,2
Convenient ........but!,2
Good stay except...,3
Almost home,5
Safety Concerns,1
Overall a good experience,4
"Awesome staff, customer service, and continental breakfast!",5
"Nothing lavish, friendly staff, decent location",3
Not as expected,2
Beautiful Hotel,5
Great Service Location,5
average,3
"Friendly, Helpful Staff a Good Deal, But Sketchy Area",4
Are you desperate for a place to sleep other than your car,2
Will Certainly Be Back!,5
The manager in hotel front was very bad.,1
"A Little Oasis in Vancouver, WA",5
Great place for buisness or personal,4
Great value near downtown Seattle,4
"Low budget, affordable hotel in great location",3
"Nice, affordable place in the city",4
"Great location, easy on the budget",5
The Upgrade that was really a Downgrade,2
Great Value and location to Seaworld!,5
"Typical Hampton, Good Value",3
Friendliest Staff,5
Ouick business trip,5
Deceitful Cancellation Policy- Beware,2
Not a Bad Place if your on a budget,4
A Little Let Down,3
Christmas getaway,5
Excellent place to stay!,5
Perfect place for yourself or your family together,5
Have never felt so welcome!,5
Seaside Staycation,5
Heart of Chicago,4
JW Marriott is the perfect place to stay.,5
Cozy,5
Emma Hotel Stay,5
Makes work travel relaxing,5
Best Hotel in Weatherford,5
Oasis to the Plano Heat,5
a complaint against the night shift staff,2
Nice newer hotel with good location,4
"Great location, very nice hotel, pricey",4
Great hotel in a perfect location,5
Westin Nanea,4
The hotel was great but...,4
worth the stay,4
GOOD GOOd GOod Good good,5
Not near Qualcomm,2
Check in fast,5
Good but not Great,3
4 Days in New Orleans,5
Convenient,5
Great for business.,5
Great stay at the Waikiki Resort Hotel,4
Good HGI in Rancho Bernardo,3
All they want is your money,2
Nice surprisr,4
Great location...and that's about it.,3
Nice Hotel,4
Our regular place,3
Great,5
Love this hotel!,5
Great location,5
Perfect in every way,5
This Hotel ROCKS! It was wonderful.,5
Our second visit in nine months...,5
Amazing hotel n very cleaning. Staff are so generous willing to help,5
A fantastic surprise in a great location,5
"Good value, great breakfast",4
Better than the average bear.,4
Relaxing in the heart of Key West,5
In bad need of repair and customer service needs improving,2
the best game in town,5
Good hotel on the river,4
Suntrust Park vistor,4
"Great location, staff, and decor",4
Extremely happy with the Luana,5
Respiratory Infection,1
Just Relax or See the Sights!,5
A Great Trip,5
"Great location, room and staff fantastic!",5
Nice escape from the mega hotels,4
Great place to stay,5
We'd stay here again.,4
Recently remodeled and updated,5
Ramada Torrance great value,5
2 times a charm,5
Final Four 2013,1
Great Service,4
Good and bad,3
Needs an upgrade,3
"Nice newer hotel in Macon, GA",5
Family get together,5
They Have Their Own Alcohol Laws,1
Fantastic place,5
Stay at your own risk.,3
Great place to stay!,4
NWTA66,5
Use to Park and Fly and Get Some Sleep,3
5 stars and I do mean 5!!!!!,5
Review of the customer service of a trip not yet taken,1
Great New Hotel!,5
Beautiful property!,5
Clean with pleasant staff,4
Excellent staff and value,4
Nice hotel near hotel circle and food options close.,5
Convenient to downtown Troy and RPI,3
Hotel Emma,5
Convenient to convention center,5
Good hotel for family trip,4
"Be forewarned, ceilings are thin... you WILL hear neighbors",2
Pleased,5
Loved everything but the cold shower,4
Unbelieveable for the worst place I have stayed,1
civic center inn hotel san francisco,3
"Comfortable, relaxed, and perfect location!",4
Great location and ambiance,4
Overpriced and over-hyped,4
Bike trip,5
In town for the state fair,3
Value plus,4
Worst Place to Stay,1
Perfect Choice,5
What a Delightful Resort!,5
peaceful and unique,4
Cozy Getaway,5
Pleasant Stay,5
Not as it once was,3
Modern But Noisy,4
Excellent overnight stay,5
Do Not Skip Breakfast,5
Grand place for a drink in the late afternoon around the pool,5
Not the Ritz of past,3
Unique Experience,5
Excellent hotel!,5
Overnight visit,3
Great Value,5
Great hotel in so so location,4
"Good value, consistent service",4
When it starts bad,4
Great Location for a San Diego Adventure,5
Making a Memory....,5
2 nights for business - perfect,5
"Really nice room, really nice view, quiet court area of town away from the strip",5
Nice Clean,5
SF Overnight,5
Very disappointing,2
Vacation home base,4
Excellent Place to Stay for Viewing Sandhill Cranes,5
"Great location, great hotel, and just amazing hospitality",5
A nice place to stay,5
Viable option if traveling on a tight budget,3
"Surprising motel, nice staff",4
Good area and good value,4
Ideal Location to Stay in French Quarter,5
Beautiful Hotel,5
Great Stay. Good Place!,4
"Great location, good hotel",4
Review of BWestern in Orlando,5
Beautifully Landscaped Quaint Lodging,4
Will be staying at a Hyatt again,5
Excellent Customer Service,5
Ok,3
Perfect stay.,5
Wonderful trip,5
Loved this hotel,4
Very Good,4
Great place.,5
Nice Clean Place To Stay,4
I liked the beds but the smell of the hall ways were of arm pits,2
"Great Location very convenient for Union Square, tour buses, cable car etc",4
Don't stay there!!!!!,1
Great location and they have free wine tastings everyday at 5:30!,5
Long in the tooth,3
Wedding Trip,4
Horrible experience,1
Great Hotel,5
Exceeded Expectations,5
"Love, Love, LOve This Place!",5
Non Smoking Room Was Worse Than A Smoking Room With the Smoke...,2
Clean and comfortable,4
OK for a Braves Game,3
Lovely hotel!,5
Clean and convenient,4
Excellent stay at comfort inn!,5
Quiet Serenity,5
Close to Key West Ferry,5
Worst motel I have ever used,1
Great!,5
College Visit,5
River View 2 is Great!,4
Wyndham doesn't care about needs of guests,2
Grand Hyatt for non-elite did not disappoint,4
"Great hotel, night guest reps not so much.",3
"Good Service, lacks some amenities",4
San Diego visit,4
without a home,4
"I love this place, except",2
"Be forewarned, ceilings are thin... you WILL hear neighbors",2
Excellent service,5
FEELS LIKE HISTORY IS STILL ALIVE,4
Okay hotel rude service,2
"Clean, festive, allows dogs",5
Nice convienent place to stop on I-80,4
Great hotel!,5
"Amazind hotel, nice desk staff!",5
Tripped out experience,2
Best Western 28th Street,3
"Very clean and nice, wonderful staff",5
Perfect for us,5
A Stay To Remember!,5
Good cheap nights stay,2
Beautiful Hotel,5
"Fabulous, eccentric and downright wonderful.",5
"Nice Accommodations, Great Location",4
Great location and place for family with teenagers,4
comfortable stay,4
Hotel with a view,5
Wonderful!,5
Great Location - Excellent Accomodations,5
Slightly disappointed,3
"A super stay at the Sleep Inn in Aiken, SC",5
Great place to stay!,5
Great location,4
A literary masterpiece.,5
"Clean, crisp, comfortable and well appointed rooms.",5
Housekeeper steals,2
"Great Hosts, Great Price",5
Nicely priced boutique hotel with great bed and a goldfish.,5
Race weekend,3
Great midprice Hotel and location,5
LUXURY STAY IN MIAMI,5
Mainly good but could improve,4
Our Favorite Hotel in the French Quarter,5
"Clean, close to freeways",4
Meeting Place,1
Great Experience!,5
Comfortable and convenient,4
Well Pleased,4
Destination is Nicer than the Hotel,3
Good Location - Staff Need Updating!,2
Excellent hotel,5
Great Place to Stay!,5
So dreamy!,5
Nice weekday getaway with grangkids,5
Nice place,4
GREAT EXPERIENCE!,5
Polyphasic and Quixotic,5
Quick but Great Stay,5
Review of Inn by the Lake,4
Nice hotel,5
Our Second Visit,5
Christmas Shopping and the Benson,5
Always a great place to stay for business or Leisure,5
Parking,4
Great Experience,5
Best beach front hotel in San Diego,5
Centrally located- great deal.,4
Food and drinks included,4
Mission Valley Review,5
Paradise!,5
"Nice Place, Great Price",4
Family Nashville Getaway,2
Horrible service smelly rooms,1
Hotel in SF,4
"Friendly Staff, Nice Clean Rooms, Comfortable Bed",5
It works. Most Reasonable in area,3
Good hotel,4
Convenient,3
Overpriced!,3
Dissapointed,3
Best Downtown Hotel,5
Nice Suites in a Good Location,5
Satisfied Customer,5
Still the best....,5
Friendly Service and Comfortable Stay,5
"This relaxed ,old fashioned hotel , in a great location in the French quarter, offers good service and beautiful bedroom",4
7/30/06-8/3/06 Stay,3
Front desk staff very helpful and friendly.,5
W Hotel Review,5
Wonderful hotel and location.,5
Quick trip to Disneyland...,5
Wonderful Location!,5
Adequate Hotel with a great free breakfast!,4
Personal cajun resident,5
Excellent accommodations,5
Great stay!,5
Great location for Disney!,3
Good Value,3
Simply Amazing,5
"Nice sanctuary, some drawbacks",3
Economical,3
"Budget price, budget accommodations",3
FILTHY-NEVER GO TO ANY MOTEL 6 AGAIN!!,1
A delightfully quirky hotel on Fisherman's Wharf,5
Mediocrity for the price,2
Not dirty but you get what you pay for.,2
Oasis in the middle of downtown,5
Business in Southern California,5
Best Western Harbor,4
Nice until I checked my bank account. Now I probably will not stay again.,2
Well kept property,5
Bayside,4
Classy Hotel close to everything,5
Nice Hotel with Some Noise Issues,3
Bargain price for a first class experience,5
Great experience on a business trip,5
Had a great time,5
A definite Thumbs Up,5
"Love, love, love",5
Great stay,5
Not Best Western,2
Exceptional staff and stay!,5
BAD CUSTOMER SERVICE,2
Fantastic!!!,5
Good hotel - Great location,4
Gem in Frisco,5
Friendly Staff and Convenient Location,5
Needs Attention,3
Great experience!,5
Classic and Funky,4
Wonderful Hotel close to UCSD,4
Fabulous Staff! Wonderful breakfast provided!,5
Excellent Westin,5
"A clean, welcoming, low-cost option",4
Gnat infestation,2
Value Lodging,4
Waffle maker was great!,4
Very good 'motel',4
Nice accommodation,4
"Nice Hotel, Good Value",4
A Good Place to Bring in the New Year,5
Do Not Stay Here!!,1
Christmas Fun!,4
Really nice hotel,5
Cozy in Corrales...,5
Weekend Visit,4
Good option in great location,4
"Not the best Motel 6, but the light was on for us.",3
Quaint hotel in SF,4
Location can't be beat and service is AMAZING,4
Excellent location service could be better,4
Dirty and poor customer service,1
Mildew smell,2
A Great Stay!,5
The absolute worst check in experience of my life,1
Great value.,4
Great Holiday Honest review with help full tips,4
"Great hotel, close to everything!",5
Room 120 is not a suite,3
Not Safe and Horrible Service,1
Overprice,1
Great hotel!!,5
Unexpected Delight,4
great time,5
"Great hotel, but avoid the 8th floor if you don't like dogs.",5
What's In a Name,3
Softball Team trip,5
Convenient comfortable stop over.,4
New hotel!,5
Surprisingly Nice,4
Great Stay!,4
Location is convenient - but only the Adam's family should stay here,2
THE WORST MOTEL IVE EVER BEERN TO!!,1
Rude Staff,1
5 Star Service!!,5
No detail overlooked. So friendly!,5
Very happy,5
Excellent Motel,5
Alexis makes it shine,5
Great place with great staff,5
Family trip,5
An oasis on the Nebraska prairie,5
FAITH JONES FOR PRESIDENT!!,5
"Horrible Noise, Dishonest Manager, Horrible Smell",1
Great Views,4
perfect location,5
cute experience,4
San Diego Courtyard,5
Peaceful hideaway that's close to everything!,5
"Great prices, very clean friendly staff",4
Nice for one night.,3
"Great Frosting, Lousy Cake",3
Why no free WiFi,5
Reasonably priced for pre and post cruise,3
Clean and affordable,3
worst customer service ever,1
Wonderful getaway,5
"Okay stay, but not the greatest",3
"Good price, good service but....",3
Second Review - just as good as the first time,5
"Good location, close to the coast",4
"Gorgeous grounds, exceptional service",4
DO NOT STAY HERE,1
"Dog friendly hidden gem, 2 blocks from the beach.",4
Great location and comfortable surroundings,4
Nice place to stay on a budget,4
Hyatt House Seattle Review,4
"Another DragonCon, another great stay at the Ritz",5
THANK YOU TO FRONT DESK RECEPTION FROM CHERYL,5
Great place with great people !,5
Nice place,4
"Clean, Fancy, Great Location",5
Just shy of 5,4
Wonderful 4 nights around the Holidays!,5
Don't Stay Anywhere Else But Here!!!,5
A gem in the San Francisco Jewel box!,4
Good service and location!,4
Family Weekend,5
Very clean!!!!,4
small but efficient,3
Beware of the locked parking lot,4
"Nice rooms, A bit pricey, but what do you expect",3
Fabulous Stay,5
Nice place to stay.,4
Great place to stay,5
Better the Second Time Around,4
Lucky last minute find,5
Great Value and excellent location,5
Elegant hotel with a terrific health club,5
Santa Monica,3
Great location for seminars and similar events,5
Crappy hotel,2
Not a fussy traveller... but would NEVER return here,1
loved!,5
Sub-par for Bestwestern,3
Good Hotel Located Close to Uptown,4
Perfect hotel and location,5
Not for short stays!,2
"Marriott's Pulse, vibrating!",5
All in all if the Room was cleaner it would have been a good value,3
Value for money motel,4
Barking dog priority over platinum member,1
lost,2
Excellent location and value,5
Great price for one night,4
Very Nice.,4
Aloft,5
Amazing time!,5
"Seahorse Oceanfront Lodging (hotel) in Lincoln City, Oregon",4
nice for an overnight stay,3
"Love This Place, But...",4
Nice Hotel,4
Christmas Time,5
Great representatives of Fairfield Inn and Philadelphia,5
Relaxing and friendly,5
Pleasant Surprise,5
Just as good as my first stay.,4
Perfect for us,4
Very good,5
When you know you have laundry to do...,5
Great Hotel Centrally Located,5
Great Extended Stay!,5
Days Inn Spencer IA,5
Coming Home,5
A Great place...highly reccommend it !,5
"Nice hotel, great staff",4
Thank you Corey and JoeAnn,5
"To sleep leave the lugage, and leaving to visit SF",2
Great price - Great location,5
Weekend trip with kids,3
"So glad I booked here, will head straight back next time",5
Not good!,2
Not worth your money or time,2
"Comfort, Charm and Great Back Bay Location",5
Avoid this under renovation overpriced place,1
"Gorgeous hotel, perfect location...best kept secret!",5
Great hotel.. lives up to the Hilton brand,5
"I didn't have any issues, and the bed is amazing",4
Great location not worth the money,2
Trip Advisor,5
Perfect for us!,5
Averge Hotel,3
Very nice stay,5
"OK, but nothing was above average.",3
Great staff and location,4
Hilton Inn - San Leandro,4
First Class All The Way,5
Awesome location,5
Worst Hampton Inn stay,2
"Great view, comfortable room, grossly understaffed",2
"Great location, Great Service, Great stay!",5
"Quirky, quiet, comfortable",5
Very good experience,5
Good stay!,5
Hidden Gem at Gateway to Chinatown - Incredible Value!,5
Good Property Overall,4
"Beautiful, unique boutique hotel - Highly recommend!!",5
Very nice,4
Pleasant family hotel,4
FantSric Birthday Weekend,4
Find another hotel,1
Handicap-accessible OR pet - friendly but not both!,1
Not a good stay,2
Huge suites,4
River Hotel - Great centralized location!,5
comfortable,3
San Diego Stop on Southern California Vacation,4
nice quiet clean dependably good,5
Amazing,5
Day 1 and disappointing,3
Hotel Diva was okay,3
excellent location,3
Great hotel in a central location,5
Great Night Sleep,4
Excellent Conference Facilities,5
Excellent staff and location,3
OUTSTANDING!,5
San Diego getaway,2
Excellent hotel,5
Staff top notch!!,5
Firm Bed,4
Love this place,5
"Great location, quirky decor and fun",4
Great time,5
14 night stay,4
This place shouldn't be a Days Inn,1
On going renovations,3
Nice,5
A very pleasant surprise!!!,5
Restful,3
Handy location for all things San Diego,4
Allegro Hotel - Chicago Visit,3
Great value,4
Next trip back to the Chelsea,3
Excellent boutique hotel,5
"Nice stay, though I was working all day",4
Midway Airport,4
This picture does not show the wear and tear these rooms have.,2
Great place,5
Disappointing stay,2
Great Place to Stay,5
Nice quiet place,5
"Nice staff, clean, uncomfortable hard beds",3
EXCELLENT CUSTOMER SERVICE AND HONEST STAFF,5
Pleasure trip to San Diego,4
A wonderful stay. Great room and great service.,5
Overnight in San Fran,4
Nicer than expected,5
peaceful and unique,4
Great family vacation,4
"Clean place, Nice staff",3
Excellent location,4
Very Nice Hotel,5
Fantastic!,5
Family Reunion,5
Bay View Hotel,5
"New to Conrad, would stay there again",5
Great place to stop and break up the trip!,5
Good location Excellent accomodation,5
Great stay,4
Great Stay at Hotel Allegro,5
Awesome Location,4
Good Location for MRS Convention,5
So glad we stayed here!,5
Great Luxury Hotel at a reasonable price,5
Amazing staff and service,5
Lovely,5
"Best night stay, ever.",5
Good place to stay for the price,4
Best place to stay on our vacation!,5
Home away from home,4
Visit Anya in the spa!,5
Great Customer Service!,5
"Excellent value, very clean, and a convenient location.",5
On a long distance bicycle trip,5
Great experience!,5
Decent Hotel and Great for the Braves,4
Serviceable,3
Great hotel,4
Long weekend,4
beautiful stay,5
Good Hotel,5
NO PARKING,3
Hotel Emma long weekend,5
Great hotel!,5
Nothing fancy.,3
"It is a nice hotel which is perfectly located, run by friendly and efficient staff.",4
Updated motel,4
great service,5
Mediocrity at the Inn,3
Helpful and friendly staff,5
Airport Orlando Hilton,3
5-Star Stay,5
Great Hotel - Great location,5
Not very kept up,2
Great value hotel.,5
Cool hotel in a huge urban jungle,5
Great Hotel,5
Hotel Abri - Very Poor Visit,1
comfy,4
great location,5
Clean and simple hotel,3
March,4
Excellent Service,5
Very nice!,5
Overpriced Pleasant Getaway,4
Hidden Gem and friendliest staff ever!,5
No Sleep,1
HGI ORLAND AIRPORT,5
20 minutes by car from downtown,4
Smelly bathroom,3
Essence Festival,4
"Good location, nothing amazing",3
Good Choice for the Metro Area,4
Great stay at The Pearl,5
Nice hotel in a good location,4
So unfriendly and disappointing.,2
"Very Tiny Room, But Nice",4
Clean Comfortable Friendly,5
I love San Diego,4
Vacation,5
Areal gem in the right place,5
Marine Boot Camp Graduation,5
I GOT RIPPED,2
best experience ever,5
Beautiful View Of Harbor,2
"A quick stay but a nice, clean hotel",4
Very Impressive,5
Affordable and close to the action,4
Stay in Dallas,4
I've Stayed at Nicer,4
"Good deal, needs updates.",3
Superb Hotel,5
"Brand new, shiny, modern.",5
Comfortable Digs,4
Close to Old Sacramento,4
"Price Below Average, Service Above Average!",5
"Quite, Clean, and Friendly",5
Southern Hospitality in the Big City,5
"Wonderful, comfortable stay!",5
"Hidden Gem, dont tell anyone though..",4
Great Experience,4
A hidden gem,5
the best place to stay,5
Very dirty,2
nice gym,4
Excellent value for money,5
5 star value in 2 star hotel,3
Health care appointments,4
2 night stay and I'm done,3
French quarter easy access,5
Fabulous!!!,5
The window in the room was a joke,3
Friendly and easy location,5
Use the in-room safe,2
Fire Hazard and Gross,1
Over and above,5
Unexpectedly nice,4
"A Unique, fun experience.",5
Very nice cheap hotel,5
Bartender Steve,5
Great for Travelers,5
Fantastic Hotel!!,5
Misleading rating,2
Excellent motel,5
Bienville House Home away from home,5
San Diego Birthday,4
Great location!,5
Perfect plan for the Farmers Open,5
Decent Hotel,3
Nice Location,5
Weekend Get Away,4
Business Trip,4
Love this place,5
Great sty,5
nice hotel at china town gates,4
Disneyland family trip,5
Outstanding Customer Service,5
comfortable room and great breakfast,4
A good quiet stay,4
helpful staff,5
Amazing experience,5
SMART CHOICE,5
Excellent,5
"Door Left Unlocked, Wrong Credit Card Charged",2
Clean hotel and reasonable price,5
Clean and Friendly,4
the best hotel to stay in Disney Land.,5
Easter stay,4
In town for a funeral,5
Getting what we pay for,3
A Good Place With Good People,5
NEVER AGAIN!!!,1
This hotel doesn't know what it wants to be when it grows up....,3
Baddddddddddddddddddddddddddd don't stay here,1
Unique property in downtown Phoenix,5
Worth staying at again,4
Clean and comfortable stay,4
This hotel is terrible!,1
Real Character!,5
Pretty local hotel,4
Got 4-6 Spider bites while staying here...,1
great time,5
Great hotel/staff,4
Awesome Place for its Price in Summer,4
Also a nice place for our out of town guests,4
Awesome employees!,4
Customer service,5
Enjoyed my stay here,4
"Very nice hotel, staff are extra friendly, and close to many places downtown!",5
Wonderful Hotel,4
Exceptional value in SF,5
A quiet place near all the action.,5
Great Stay and Staff,5
Good Disneyland Hotel,5
In one word - AMAZING! A 9.5 on the 1-10 scale!,5
Location Improves Rating,4
Excellent Hotel,5
Would Stay Again,4
Nez Perce cabin,4
Ideal for cruises,4
Great pre-cruise stay,5
Family trip,4
Absolutely Disgusting,1
Great place to stay!,5
"dirty, roaches and no clean linens.",2
Very pleased!!!,5
Needs better maintenance,1
Super New Place and Location,5
Wow!! Great service!!,5
Great Visit,5
Disappointed.,1
Never again..,2
Perfect location - down the street from Pike Place,4
Loved it!,5
"LOVE HAMPTON INN AND SUITES, BRICKELL",5
Nice property. But some noise issues,4
3 nights in Seattle,4
"Average rooms, beautiful grounds",3
"A great, fantastic experience!",5
Elegant hotel great location,5
Very nice stay,5
They get everything right!,5
Great place to stay in SF,5
Outstanding hotel and staff,5
Good,4
Recommended,4
1st Wedding Anniversary,5
Nice stay,4
Terribel. Dont stay here.,1
"Good location, not much ekse",3
What a pleasant surprise,5
Hampton Inn,5
"Very Nice Stay! Very Comfortable Rooms, Good Service!",4
Memorable Service,5
"Fantastic facility, staffing needs work",4
"Wonderful value, super friendly staff!",5
Best out of the way place but close to all,5
"Won't stay here again, Not friendly",3
Short Business Trip,5
SHOCKING FIND,3
Great value in a great city location!,5
Rooms smelled,1
Location Location,4
"Location, location and free parking!",4
Stash Rewards Member,3
"Highly recommended, GREAT location",5
An Exquisite Gem,5
"Convenient, clean and priced right",5
Our favorite place to stay anywhere,5
Excellent service and value,4
Great Experience,5
Just like home,5
"Low rates, great location and great service",4
Very nice visit - but needs wi-fi throughout,4
Overall a nice place,4
Great location for business,4
Weekend getaway,4
charming simple hotel,4
Amazing !,5
History well preserved,5
Not AARP friendly,1
Nice hotel no complaints,5
Art Deco Motel,4
"If I could give 2 and a half stars, I would",3
Best Downtown Hotel In Seattle,4
weekend visit to Los angeles area,2
Expected more,3
Great Hotel and staff but ....,5
Awesome get away!,4
Excellent Choice !,4
Quick business trip,4
Great Stay With The Sheraton,5
Oops...oh darn.....,2
I can't say enough about Sonesta Hilton Head,5
Great place to stay,5
Old-fashioned fun very clean,4
Very nice!,4
"Clean, centrally located, no frills",5
Can't beat the service,5
Lacked some basic conveniences,3
Good value for location,5
Great location and Great View of the Harbor,4
great hotel,4
Great Breakfast/Stay,5
Great Stay for Rush University Medical very accommodating,5
Different type of experience,5
Socks needed,4
"Clean, Safe and Easy to get to.",5
"Great Hotel in san francisco, better than enticipated.",4
Great Hotel - Not Too Far from Downtown,4
VIP Guest of the Day,5
Lovely hotel in quiet but central position,5
Beautifull hotel.,5
Going tothe airport,4
Would go back,4
Hampton Inn at Chincoteague,5
"on the small side, but clean and safe feeling",4
This hotel has great location! and very nice as well,5
The ONLY place to stay in Dallas!,5
One of my favorite Hyatts,5
Superb place to stay,5
Great Hotel,5
Disneyland Trip,4
Hyatt place downtown loop,5
little gem of a hotel,5
Great family vacay,5
"Location, location, location",1
Don't be fooled. NOT in Bricktown!,1
Bad Bed and Service,2
Not recommended based on service overall hotel experience,2
Great for large group!,5
Great trip!,5
Weekend Getaway,4
Worth it,4
trip to new orleans,5
Great location but the most random place I have stayed in my life,3
Nicest Boutique Hotel in San Francisco,5
Great stay near PHL!,4
Tired motel,3
Love this place!,5
Not too accomodating,2
Family Feeling with Great Location,5
Location and Space,4
San Diego,4
Fantastic Accomodations and Staff,5
"Location, amenities, and great service!",5
Short stroll to Bourbon Street,3
Luxe stay right near the beach.,4
"Solid staff, big clean rooms",4
This is an average hotel. We requested a firm bed on line...,3
"Great location, bring noise cancelling headphones",3
Nice Hotel,4
Just ok,3
Great place to stay!,4
Great property within walking distance to Barnes Jewish hospital,5
Great hotel,5
A Beautifully Restored Reminder of Simpler Times,5
Overnight stay,4
Excellent Staff,4
Great hotel on Whiskey Row!,5
Outstanding stay at JW Marriott Buckhead,5
Great Fisherman's Inn,3
Booking in advance can cost you 3 times the walk-in rate.,2
Hotels stay in Atlanta during hurricane Irma,3
The best location for families and fireworks!,5
Great Place to Stay,5
Definition: You get what you pay for.,2
Yes you DO get what you pay for!!!!,2
Outstanding! A Fabulous Place to Stay in Key West!,5
All you'll need,5
Fantastic employees,5
Pretty nice facility,4
Pathetic n Lies,1
Perfect stay if they just can get billing correct.,5
Great location and views!,4
Re-Vamped Mid-century Motel with Luxury Fun,5
Good location and bad luck,3
Great Service and Henry is the Man,5
Great stay!,5
One of the best places I have ever stayed...,5
Last Minute Getaway,4
Bowling Trip,3
The Not So Obvious Reasons to Stay Here,5
Poor Service,1
Great Lake Views! Fantastic Staff! Nice Pool and City Access!,5
Only place to stay,3
Loved it!,5
Wonderful hotel and trip,5
Hilton Garden Inn,5
Nice hotel great location,4
Very Close to SubTrust Park,5
Great Stay in Atlanta,5
Disappointing stay for a Marriott Residence Inn,2
Fantastic Beach Front Hotel,5
Convenient Location,3
Customer friendly,4
Great Stay,5
Must Stay,5
Disappointed,2
"Great location! A 3 on renovation, but has character.",4
Great place,4
6 Night Stay In Seattle,5
